orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,productCode,quantityOrdered,priceEach,orderLineNumber,paymentDate,amount,interactionID,interactionType,interactionDate,reviewID,reviewDate,rating,reviewText,employeeNumber,officeCode
236,2024-07-22,2024-07-29,NULL,Pending,Order placed by customer 850,850,PRD00246,42,81.58,1,2024-07-26,1251.63,636,Email,2023-12-22,NULL,NULL,NULL,NULL,498,620
101,2024-06-12,2024-06-19,NULL,Pending,Order placed by customer 191,191,PRD00246,56,89.53,1,NULL,NULL,202,Email,2024-05-10,NULL,NULL,NULL,NULL,920,50
101,2024-06-12,2024-06-19,NULL,Pending,Order placed by customer 191,191,PRD00246,56,89.53,1,NULL,NULL,315,Email,2024-09-03,NULL,NULL,NULL,NULL,920,50
101,2024-06-12,2024-06-19,NULL,Pending,Order placed by customer 191,191,PRD00246,56,89.53,1,NULL,NULL,906,Email,2024-06-08,NULL,NULL,NULL,NULL,920,50
398,2024-06-19,2024-06-26,2024-06-21,Shipped,Order placed by customer 174,174,PRD00247,66,24.84,1,2024-07-27,2145.13,548,Online Chat,2024-09-05,499,2024-07-02,4,Fantastic! Exceeded my expectations.,851,969
398,2024-06-19,2024-06-26,2024-06-21,Shipped,Order placed by customer 174,174,PRD00247,66,24.84,1,2024-07-27,2145.13,585,Phone Call,2024-06-11,499,2024-07-02,4,Fantastic! Exceeded my expectations.,851,969
722,2024-08-04,2024-08-11,NULL,In Process,Order placed by customer 987,987,PRD00247,83,91.38,1,NULL,NULL,83,Phone Call,2024-06-11,499,2024-07-02,4,Fantastic! Exceeded my expectations.,222,499
157,2024-08-15,2024-08-22,NULL,In Process,Order placed by customer 334,334,PRD00249,41,54.07,1,NULL,NULL,901,Phone Call,2023-11-18,NULL,NULL,NULL,NULL,472,647
77,2024-08-01,2024-08-08,NULL,In Process,Order placed by customer 81,81,PRD00249,22,39.67,1,2024-09-17,2185.24,43,In-Person Meeting,2024-04-26,NULL,NULL,NULL,NULL,294,788
77,2024-08-01,2024-08-08,NULL,In Process,Order placed by customer 81,81,PRD00249,22,39.67,1,2024-08-06,4196.69,43,In-Person Meeting,2024-04-26,NULL,NULL,NULL,NULL,294,788
192,2024-07-29,2024-08-05,NULL,Pending,Order placed by customer 753,753,PRD00250,80,91.93,1,NULL,NULL,942,In-Person Meeting,2024-04-12,NULL,NULL,NULL,NULL,241,519
717,2024-08-23,2024-08-30,NULL,Cancelled,Order placed by customer 524,524,PRD00250,60,91.73,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,591
436,2024-07-13,2024-07-20,NULL,In Process,Order placed by customer 245,245,PRD00252,52,58.10,1,NULL,NULL,NULL,NULL,NULL,172,2024-05-02,2,"Good quality, but a bit expensive.",815,683
193,2024-07-27,2024-08-03,NULL,Pending,Order placed by customer 443,443,PRD00254,39,75.47,1,2024-08-29,4143.28,243,Online Chat,2023-12-29,NULL,NULL,NULL,NULL,609,270
193,2024-07-27,2024-08-03,NULL,Pending,Order placed by customer 443,443,PRD00254,39,75.47,1,2024-08-29,4143.28,510,Email,2024-07-09,NULL,NULL,NULL,NULL,609,270
305,2024-09-14,2024-09-21,2024-09-16,Shipped,Order placed by customer 548,548,PRD00254,100,25.69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,65
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-24,4344.89,30,Phone Call,2024-01-17,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-24,4344.89,874,In-Person Meeting,2024-07-01,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-25,3379.64,30,Phone Call,2024-01-17,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-25,3379.64,874,In-Person Meeting,2024-07-01,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-16,1048.35,30,Phone Call,2024-01-17,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
744,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 26,26,PRD00255,52,30.03,1,2024-06-16,1048.35,874,In-Person Meeting,2024-07-01,339,2024-08-14,5,Excellent product! Highly recommended.,72,504
53,2024-06-12,2024-06-19,NULL,In Process,Order placed by customer 381,381,PRD00257,77,55.24,1,2024-07-25,2590.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,23
277,2024-09-11,2024-09-18,2024-09-13,Shipped,Order placed by customer 518,518,PRD00258,19,14.59,1,NULL,NULL,NULL,NULL,NULL,221,2024-08-07,3,Excellent product! Highly recommended.,308,755
277,2024-09-11,2024-09-18,2024-09-13,Shipped,Order placed by customer 518,518,PRD00258,19,14.59,1,NULL,NULL,NULL,NULL,NULL,993,2023-10-28,1,"Good quality, but a bit expensive.",308,755
35,2024-07-09,2024-07-16,NULL,In Process,Order placed by customer 769,769,PRD00260,62,80.91,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,710,66
733,2024-09-13,2024-09-20,NULL,In Process,Order placed by customer 132,132,PRD00260,50,72.56,1,2024-08-22,991.94,130,In-Person Meeting,2024-03-12,NULL,NULL,NULL,NULL,789,155
733,2024-09-13,2024-09-20,NULL,In Process,Order placed by customer 132,132,PRD00260,50,72.56,1,2024-06-24,3547.46,130,In-Person Meeting,2024-03-12,NULL,NULL,NULL,NULL,789,155
51,2024-06-19,2024-06-26,NULL,Pending,Order placed by customer 465,465,PRD00260,92,81.58,1,2024-08-05,2087.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,899,955
880,2024-09-19,2024-09-26,NULL,In Process,Order placed by customer 824,824,PRD00261,86,96.91,1,NULL,NULL,291,Phone Call,2024-01-07,773,2023-11-18,4,"Not satisfied, would not buy again.",128,44
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00262,11,58.45,1,2024-08-07,718.23,168,In-Person Meeting,2024-01-19,NULL,NULL,NULL,NULL,110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00262,11,58.45,1,2024-08-07,718.23,890,Online Chat,2023-10-01,NULL,NULL,NULL,NULL,110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00262,11,58.45,1,2024-07-25,3381.04,168,In-Person Meeting,2024-01-19,NULL,NULL,NULL,NULL,110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00262,11,58.45,1,2024-07-25,3381.04,890,Online Chat,2023-10-01,NULL,NULL,NULL,NULL,110,790
286,2024-07-16,2024-07-23,NULL,Pending,Order placed by customer 85,85,PRD00262,73,84.20,1,NULL,NULL,16,Online Chat,2024-04-05,NULL,NULL,NULL,NULL,270,720
372,2024-08-04,2024-08-11,NULL,Pending,Order placed by customer 567,567,PRD00262,50,48.07,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,792,325
591,2024-07-09,2024-07-16,2024-07-11,Shipped,Order placed by customer 488,488,PRD00262,72,16.94,1,2024-07-04,1928.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,818,145
756,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 742,742,PRD00265,55,45.57,1,NULL,NULL,479,Email,2024-09-18,NULL,NULL,NULL,NULL,982,771
77,2024-08-01,2024-08-08,NULL,In Process,Order placed by customer 81,81,PRD00265,5,77.98,1,2024-09-17,2185.24,43,In-Person Meeting,2024-04-26,NULL,NULL,NULL,NULL,294,788
77,2024-08-01,2024-08-08,NULL,In Process,Order placed by customer 81,81,PRD00265,5,77.98,1,2024-08-06,4196.69,43,In-Person Meeting,2024-04-26,NULL,NULL,NULL,NULL,294,788
902,2024-07-02,2024-07-09,2024-07-04,Shipped,Order placed by customer 685,685,PRD00266,88,49.68,1,NULL,NULL,797,In-Person Meeting,2024-01-06,441,2024-03-25,2,"Good quality, but a bit expensive.",521,734
994,2024-06-14,2024-06-21,2024-06-16,Shipped,Order placed by customer 602,602,PRD00268,52,98.57,1,NULL,NULL,767,Email,2024-05-14,NULL,NULL,NULL,NULL,900,618
759,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 369,369,PRD00269,91,77.63,1,2024-08-12,3066.43,722,Phone Call,2024-06-07,NULL,NULL,NULL,NULL,828,7
497,2024-07-27,2024-08-03,2024-07-29,Shipped,Order placed by customer 78,78,PRD00269,37,67.28,1,2024-06-12,242.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
497,2024-07-27,2024-08-03,2024-07-29,Shipped,Order placed by customer 78,78,PRD00269,37,67.28,1,2024-06-20,2752.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
483,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 288,288,PRD00269,91,76.25,1,2024-06-22,3548.64,116,Phone Call,2024-01-17,NULL,NULL,NULL,NULL,358,416
483,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 288,288,PRD00269,91,76.25,1,2024-06-22,3548.64,218,In-Person Meeting,2023-10-02,NULL,NULL,NULL,NULL,358,416
483,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 288,288,PRD00269,91,76.25,1,2024-06-22,3548.64,589,In-Person Meeting,2024-01-23,NULL,NULL,NULL,NULL,358,416
483,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 288,288,PRD00269,91,76.25,1,2024-06-22,3548.64,720,Online Chat,2023-10-28,NULL,NULL,NULL,NULL,358,416
499,2024-08-13,2024-08-20,2024-08-15,Shipped,Order placed by customer 520,520,PRD00271,85,20.66,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240,543
222,2024-07-08,2024-07-15,NULL,Cancelled,Order placed by customer 78,78,PRD00272,8,52.69,1,2024-06-12,242.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
222,2024-07-08,2024-07-15,NULL,Cancelled,Order placed by customer 78,78,PRD00272,8,52.69,1,2024-06-20,2752.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-08-20,288.36,117,Online Chat,2023-11-10,NULL,NULL,NULL,NULL,937,115
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-08-20,288.36,205,Email,2023-09-30,NULL,NULL,NULL,NULL,937,115
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-07-25,2756.32,117,Online Chat,2023-11-10,NULL,NULL,NULL,NULL,937,115
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-07-25,2756.32,205,Email,2023-09-30,NULL,NULL,NULL,NULL,937,115
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-09-19,868.66,117,Online Chat,2023-11-10,NULL,NULL,NULL,NULL,937,115
349,2024-09-13,2024-09-20,NULL,Cancelled,Order placed by customer 681,681,PRD00273,83,83.73,1,2024-09-19,868.66,205,Email,2023-09-30,NULL,NULL,NULL,NULL,937,115
762,2024-09-10,2024-09-17,NULL,Pending,Order placed by customer 912,912,PRD00277,18,67.17,1,2024-08-30,4279.52,NULL,NULL,NULL,846,2024-07-30,2,Excellent product! Highly recommended.,958,516
762,2024-09-10,2024-09-17,NULL,Pending,Order placed by customer 912,912,PRD00277,18,67.17,1,2024-08-30,4279.52,NULL,NULL,NULL,889,2024-05-10,2,"Not satisfied, would not buy again.",958,516
842,2024-08-15,2024-08-22,NULL,Pending,Order placed by customer 328,328,PRD00277,52,78.35,1,NULL,NULL,NULL,NULL,NULL,846,2024-07-30,2,Excellent product! Highly recommended.,198,550
842,2024-08-15,2024-08-22,NULL,Pending,Order placed by customer 328,328,PRD00277,52,78.35,1,NULL,NULL,NULL,NULL,NULL,889,2024-05-10,2,"Not satisfied, would not buy again.",198,550
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,52,Online Chat,2024-06-25,675,2024-05-08,1,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,52,Online Chat,2024-06-25,433,2024-02-25,3,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,52,Online Chat,2024-06-25,63,2023-12-29,2,Fantastic! Exceeded my expectations.,722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,52,Online Chat,2024-06-25,72,2024-01-05,3,"Good quality, but a bit expensive.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,885,Online Chat,2024-01-29,675,2024-05-08,1,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,885,Online Chat,2024-01-29,433,2024-02-25,3,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,885,Online Chat,2024-01-29,63,2023-12-29,2,Fantastic! Exceeded my expectations.,722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,885,Online Chat,2024-01-29,72,2024-01-05,3,"Good quality, but a bit expensive.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,964,Online Chat,2024-03-20,675,2024-05-08,1,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,964,Online Chat,2024-03-20,433,2024-02-25,3,"Not satisfied, would not buy again.",722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,964,Online Chat,2024-03-20,63,2023-12-29,2,Fantastic! Exceeded my expectations.,722,165
725,2024-06-13,2024-06-20,NULL,In Process,Order placed by customer 388,388,PRD00278,76,89.57,1,NULL,NULL,964,Online Chat,2024-03-20,72,2024-01-05,3,"Good quality, but a bit expensive.",722,165
444,2024-07-29,2024-08-05,NULL,Pending,Order placed by customer 170,170,PRD00280,85,27.90,1,2024-06-25,3494.17,NULL,NULL,NULL,104,2023-10-09,1,"Not satisfied, would not buy again.",303,185
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-08-16,296.49,58,Phone Call,2024-08-18,NULL,NULL,NULL,NULL,501,598
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-08-16,296.49,246,Online Chat,2024-01-04,NULL,NULL,NULL,NULL,501,598
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-08-07,1799.25,58,Phone Call,2024-08-18,NULL,NULL,NULL,NULL,501,598
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-08-07,1799.25,246,Online Chat,2024-01-04,NULL,NULL,NULL,NULL,501,598
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-07-08,3145.25,58,Phone Call,2024-08-18,NULL,NULL,NULL,NULL,501,598
118,2024-08-07,2024-08-14,NULL,Pending,Order placed by customer 357,357,PRD00281,25,37.53,1,2024-07-08,3145.25,246,Online Chat,2024-01-04,NULL,NULL,NULL,NULL,501,598
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00281,8,25.36,1,2024-08-11,3607.16,387,Phone Call,2024-05-13,NULL,NULL,NULL,NULL,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00281,8,25.36,1,2024-08-10,4371.84,387,Phone Call,2024-05-13,NULL,NULL,NULL,NULL,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00281,8,25.36,1,2024-06-20,2471.93,387,Phone Call,2024-05-13,NULL,NULL,NULL,NULL,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00281,8,25.36,1,2024-08-15,477.28,387,Phone Call,2024-05-13,NULL,NULL,NULL,NULL,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00281,8,25.36,1,2024-08-12,137.73,387,Phone Call,2024-05-13,NULL,NULL,NULL,NULL,628,221
112,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 248,248,PRD00282,53,33.48,1,2024-07-13,1089.64,NULL,NULL,NULL,193,2024-04-21,1,Fantastic! Exceeded my expectations.,823,641
112,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 248,248,PRD00282,53,33.48,1,2024-08-28,4473.13,NULL,NULL,NULL,193,2024-04-21,1,Fantastic! Exceeded my expectations.,823,641
273,2024-07-27,2024-08-03,NULL,In Process,Order placed by customer 369,369,PRD00282,48,33.86,1,2024-08-12,3066.43,722,Phone Call,2024-06-07,193,2024-04-21,1,Fantastic! Exceeded my expectations.,828,7
720,2024-07-25,2024-08-01,2024-07-27,Shipped,Order placed by customer 696,696,PRD00285,85,38.06,1,2024-06-30,3127.21,62,In-Person Meeting,2024-07-26,690,2024-08-10,4,"Good quality, but a bit expensive.",508,816
720,2024-07-25,2024-08-01,2024-07-27,Shipped,Order placed by customer 696,696,PRD00285,85,38.06,1,2024-06-30,3127.21,114,Phone Call,2024-06-06,690,2024-08-10,4,"Good quality, but a bit expensive.",508,816
354,2024-08-16,2024-08-23,NULL,Cancelled,Order placed by customer 481,481,PRD00287,38,73.41,1,2024-09-01,1192.23,63,In-Person Meeting,2024-05-24,427,2024-06-29,3,"Not satisfied, would not buy again.",422,30
584,2024-09-06,2024-09-13,2024-09-08,Shipped,Order placed by customer 568,568,PRD00288,36,44.81,1,2024-07-19,2745.00,365,In-Person Meeting,2024-03-21,NULL,NULL,NULL,NULL,467,650
584,2024-09-06,2024-09-13,2024-09-08,Shipped,Order placed by customer 568,568,PRD00288,36,44.81,1,2024-07-19,2745.00,746,In-Person Meeting,2024-06-18,NULL,NULL,NULL,NULL,467,650
927,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 794,794,PRD00289,12,87.64,1,2024-07-30,3013.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582,802
431,2024-07-08,2024-07-15,2024-07-10,Shipped,Order placed by customer 125,125,PRD00289,43,14.16,1,2024-07-25,906.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,925,256
547,2024-06-20,2024-06-27,NULL,Pending,Order placed by customer 590,590,PRD00292,69,18.38,1,2024-09-18,3405.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,422,30
547,2024-06-20,2024-06-27,NULL,Pending,Order placed by customer 590,590,PRD00292,69,18.38,1,2024-06-23,773.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,422,30
547,2024-06-20,2024-06-27,NULL,Pending,Order placed by customer 590,590,PRD00292,69,18.38,1,2024-08-14,832.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,422,30
928,2024-07-19,2024-07-26,NULL,Cancelled,Order placed by customer 749,749,PRD00292,70,17.57,1,2024-09-12,2519.38,540,Phone Call,2024-08-11,NULL,NULL,NULL,NULL,401,581
928,2024-07-19,2024-07-26,NULL,Cancelled,Order placed by customer 749,749,PRD00292,70,17.57,1,2024-09-12,2519.38,650,Online Chat,2023-10-25,NULL,NULL,NULL,NULL,401,581
997,2024-07-20,2024-07-27,NULL,Cancelled,Order placed by customer 308,308,PRD00292,12,39.40,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,453
222,2024-07-08,2024-07-15,NULL,Cancelled,Order placed by customer 78,78,PRD00293,12,97.37,1,2024-06-12,242.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
222,2024-07-08,2024-07-15,NULL,Cancelled,Order placed by customer 78,78,PRD00293,12,97.37,1,2024-06-20,2752.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,773
265,2024-07-09,2024-07-16,NULL,Cancelled,Order placed by customer 846,846,PRD00294,72,90.25,1,NULL,NULL,359,Online Chat,2024-06-03,641,2024-01-26,4,"Average product, could be better.",581,831
265,2024-07-09,2024-07-16,NULL,Cancelled,Order placed by customer 846,846,PRD00294,72,90.25,1,NULL,NULL,359,Online Chat,2024-06-03,663,2024-01-24,1,"Not satisfied, would not buy again.",581,831
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-08-25,2031.87,330,Online Chat,2024-01-10,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-08-25,2031.87,352,Email,2024-04-22,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-08-25,2031.87,832,In-Person Meeting,2024-02-10,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-07-17,1551.47,330,Online Chat,2024-01-10,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-07-17,1551.47,352,Email,2024-04-22,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
535,2024-08-10,2024-08-17,2024-08-12,Shipped,Order placed by customer 282,282,PRD00295,88,26.27,1,2024-07-17,1551.47,832,In-Person Meeting,2024-02-10,790,2024-06-08,3,Fantastic! Exceeded my expectations.,193,882
44,2024-07-19,2024-07-26,NULL,Pending,Order placed by customer 450,450,PRD00295,93,26.24,1,2024-08-16,4642.96,NULL,NULL,NULL,790,2024-06-08,3,Fantastic! Exceeded my expectations.,753,414
44,2024-07-19,2024-07-26,NULL,Pending,Order placed by customer 450,450,PRD00295,93,26.24,1,2024-08-04,2341.83,NULL,NULL,NULL,790,2024-06-08,3,Fantastic! Exceeded my expectations.,753,414
44,2024-07-19,2024-07-26,NULL,Pending,Order placed by customer 450,450,PRD00295,93,26.24,1,2024-07-05,108.92,NULL,NULL,NULL,790,2024-06-08,3,Fantastic! Exceeded my expectations.,753,414
327,2024-07-07,2024-07-14,NULL,Pending,Order placed by customer 911,911,PRD00296,24,13.85,1,NULL,NULL,NULL,NULL,NULL,382,2024-03-20,4,Fantastic! Exceeded my expectations.,818,145
327,2024-07-07,2024-07-14,NULL,Pending,Order placed by customer 911,911,PRD00296,24,13.85,1,NULL,NULL,NULL,NULL,NULL,394,2023-09-30,4,"Good quality, but a bit expensive.",818,145
322,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 600,600,PRD00296,85,73.27,1,2024-08-20,2581.94,721,Phone Call,2024-04-03,382,2024-03-20,4,Fantastic! Exceeded my expectations.,882,226
322,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 600,600,PRD00296,85,73.27,1,2024-08-20,2581.94,721,Phone Call,2024-04-03,394,2023-09-30,4,"Good quality, but a bit expensive.",882,226
322,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 600,600,PRD00296,85,73.27,1,2024-07-09,4760.72,721,Phone Call,2024-04-03,382,2024-03-20,4,Fantastic! Exceeded my expectations.,882,226
322,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 600,600,PRD00296,85,73.27,1,2024-07-09,4760.72,721,Phone Call,2024-04-03,394,2023-09-30,4,"Good quality, but a bit expensive.",882,226
275,2024-06-16,2024-06-23,NULL,Cancelled,Order placed by customer 369,369,PRD00298,51,50.08,1,2024-08-12,3066.43,722,Phone Call,2024-06-07,698,2024-05-07,3,"Average product, could be better.",828,7
58,2024-08-28,2024-09-04,NULL,Pending,Order placed by customer 890,890,PRD00299,12,85.10,1,2024-08-06,2874.21,286,Email,2024-06-06,628,2023-12-02,5,Excellent product! Highly recommended.,586,645
701,2024-08-03,2024-08-10,NULL,Pending,Order placed by customer 999,999,PRD00300,28,34.36,1,NULL,NULL,688,Phone Call,2024-06-14,NULL,NULL,NULL,NULL,100,882
922,2024-09-03,2024-09-10,NULL,Cancelled,Order placed by customer 105,105,PRD00300,44,56.10,1,2024-08-30,4129.71,166,Online Chat,2024-06-10,NULL,NULL,NULL,NULL,962,641
922,2024-09-03,2024-09-10,NULL,Cancelled,Order placed by customer 105,105,PRD00300,44,56.10,1,2024-08-30,4129.71,411,Phone Call,2024-01-20,NULL,NULL,NULL,NULL,962,641
979,2024-06-16,2024-06-23,NULL,Cancelled,Order placed by customer 511,511,PRD00304,57,96.01,1,NULL,NULL,107,In-Person Meeting,2024-09-10,305,2024-06-19,3,Excellent product! Highly recommended.,316,702
896,2024-08-29,2024-09-05,NULL,In Process,Order placed by customer 654,654,PRD00308,65,51.17,1,NULL,NULL,115,Email,2023-12-31,94,2024-07-26,5,"Average product, could be better.",132,560
896,2024-08-29,2024-09-05,NULL,In Process,Order placed by customer 654,654,PRD00308,65,51.17,1,NULL,NULL,115,Email,2023-12-31,576,2023-12-31,5,Fantastic! Exceeded my expectations.,132,560
896,2024-08-29,2024-09-05,NULL,In Process,Order placed by customer 654,654,PRD00308,65,51.17,1,NULL,NULL,792,Phone Call,2024-02-29,94,2024-07-26,5,"Average product, could be better.",132,560
896,2024-08-29,2024-09-05,NULL,In Process,Order placed by customer 654,654,PRD00308,65,51.17,1,NULL,NULL,792,Phone Call,2024-02-29,576,2023-12-31,5,Fantastic! Exceeded my expectations.,132,560
400,2024-07-08,2024-07-15,NULL,In Process,Order placed by customer 233,233,PRD00308,31,60.52,1,2024-06-18,4629.26,169,Phone Call,2024-03-20,94,2024-07-26,5,"Average product, could be better.",244,115
400,2024-07-08,2024-07-15,NULL,In Process,Order placed by customer 233,233,PRD00308,31,60.52,1,2024-06-18,4629.26,169,Phone Call,2024-03-20,576,2023-12-31,5,Fantastic! Exceeded my expectations.,244,115
400,2024-07-08,2024-07-15,NULL,In Process,Order placed by customer 233,233,PRD00308,31,60.52,1,2024-06-16,4799.16,169,Phone Call,2024-03-20,94,2024-07-26,5,"Average product, could be better.",244,115
400,2024-07-08,2024-07-15,NULL,In Process,Order placed by customer 233,233,PRD00308,31,60.52,1,2024-06-16,4799.16,169,Phone Call,2024-03-20,576,2023-12-31,5,Fantastic! Exceeded my expectations.,244,115
965,2024-07-29,2024-08-05,2024-07-31,Shipped,Order placed by customer 928,928,PRD00309,62,35.44,1,NULL,NULL,840,In-Person Meeting,2024-03-08,907,2023-11-14,2,Fantastic! Exceeded my expectations.,321,672
999,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 488,488,PRD00309,40,18.68,1,2024-07-04,1928.64,NULL,NULL,NULL,907,2023-11-14,2,Fantastic! Exceeded my expectations.,818,145
